CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO;REF_ARQUIVO_PDF;DESC_ENUNCIADO;DESC_ALTER_A;DESC_ALTER_B;DESC_ALTER_C;DESC_ALTER_D;DESC_ALTER_E;IN_ITEM_IMAGEM
9;LC;141206;E;10;0;;2.11831;-0.44202;0.19567;AZUL;1395;;0;ENEM_2024_P1_CAD_01_DIA_1_AZUL.pdf;Pressão, depressão, estresse e crise de ansiedade. Os males da sociedade contemporânea também estão no esporte. A tenista Naomi Osaka, do Japão, jogadora mais bem paga do mundo e que já ocupou o número 2 do ranking, retirou-se do torneio de Roland Garros de 2021 porque não estava conseguindo administrar as crises de ansiedade provocadas pelos grandes eventos, por ser uma estrela aos 23 anos, e pelo peso de parte da imprensa. O tenista australiano Nick Kyrgios, de 25 anos, revelou sua “situação triste e solitária” enquanto lutava contra a depressão causada pelo ritmo avassalador do Circuito Mundial de Tênis. O jogador de basquete americano Kevin Love também tornou público seu quadro de ansiedade e depressão. O mundo do atleta é solitário e distante da família. O que vemos numa partida não reflete a rotina desgastante. A imprensa denomina atletas como heróis, como se aquele corpo fosse indestrutível, mas a mente é o ponto fraco da história. Disponível em: www.uol.com.br. Acesso em: 31 out. 2021 (adaptado). As causas do desequilíbrio na saúde mental apontadas no texto estão relacionadas às;nacionalidades diversificadas dos praticantes.;modalidades esportivas distintas.;faixas etárias aproximadas.;representações heroicas dos atletas.;pressões constantes dos eventos e da mídia.;0
9;LC;150540;B;30;0;;2.19541;0.46219;0.12159;BRANCA;1398;;0;ENEM_2024_P1_CAD_03_DIA_1_BRANCO.pdf;Telemedicina é para todos, mas nem todos estão preparados A telemedicina, nos últimos anos, tem se destacado como uma ferramenta valiosa, proporcionando uma gama de benefícios que vão desde a ampliação do acesso à assistência médica até a otimização dos recursos de todo o ecossistema de saúde. O governo federal propõe a Estratégia de Saúde Digital, um programa destinado à transformação digital da saúde no Brasil. Seu principal objetivo é facilitar a troca de informações entre os diversos pontos da Rede de Atenção à Saúde, promovendo a interoperabilidade e, assim, possibilitando a transição e a continuidade do cuidado nos setores público e privado. Também está em discussão um projeto de lei que dispõe sobre o prontuário eletrônico unificado do cidadão, o que indica o quanto o tema está em evidência tanto para os gestores públicos quanto para os privados. Contudo, é importante reconhecer que nem todas as pessoas estão igualmente preparadas para aproveitar plenamente os cuidados ofertados pela telemedicina. Um dos principais benefícios do atendimento de saúde a distância é a capacidade de superar barreiras geográficas, proporcionando acesso a serviços médicos, especialmente para pacientes que residem em áreas remotas e/ou carentes de certas especialidades médicas, os chamados “vazios assistenciais”. A equidade no acesso é uma questão crítica, uma vez que nem todos têm ao seu alcance dispositivos tecnológicos ou uma conexão à internet que seja confiável, entre outros problemas de infraestrutura. É um desafio tanto para os pacientes quanto para os profissionais de saúde, que, em muitos casos, não contam com estrutura para o trabalho remoto nem com letramento digital para desenvolver as funções. OLIVEIRA, D. Disponível em: www.correiobraziliense.com.br. Acesso em: 21 jan. 2024 (adaptado). Ao tratar da telemedicina, esse texto ressalta que um dos benefícios dessa tecnologia para a sociedade é o fato de ela;disponibilizar prontuário único do cidadão tanto na rede pública quanto na privada.;oportunizar o acesso a atendimento médico a pacientes de áreas periféricas.;fornecer dispositivos tecnológicos para a realização de exames.;promover a interação entre diferentes especialidades médicas.;garantir infraestrutura para o trabalho remoto de médicos.;0
9;LC;150678;E;20;0;;3.15898;0.16783;0.17207;AMARELA;1396;;0;ENEM_2024_P1_CAD_02_DIA_1_AMARELO.pdf;Expressões e termos utilizados no Amazonas são retratados em livro e em camisetas “Na linguagem, podemos nos ver da forma mais verdadeira: nossas crenças, nossos valores, nosso lugar no mundo”, afirmou o doutor em linguística e professor da Ufam em seu livro Amazonês: expressões e termos usados no Amazonas. Portanto, o amazonense, com todas as suas “cunhantãs” e “curumins”, acaba por encontrar um lugar no mundo e formar uma unidade linguística, informalmente denominada de português “caboco”, que muito se diferencia do português “mineiro”, “gaúcho”, “carioca” e de tantos outros espalhados pelo Brasil. O livro, que conta com cerca de 1 100 expressões e termos típicos do falar amazonense, levou dez anos para ser construído. Para o autor, o principal objetivo da obra é registrar a linguagem. Um designer amazonense também acha o amazonês “xibata”, tanto é que criou uma série de camisetas estampadas com o nome de Caboquês Ilustrado, que mistura o bom humor com as expressões típicas da região. A coleção conta com sete modelos já lançados, entre eles: Leseira Baré, Xibata no Balde e Até o Tucupi, e 43 ainda na fila de espera. Para o criador, as camisas têm como objetivo “resgatar o orgulho do povo manauara, do povo do Norte”. Disponível em: https://g1.globo.com. Acesso em: 15 jan. 2024 (adaptado). A reportagem apresenta duas iniciativas: o livro Amazonês e as camisetas do Caboquês Ilustrado. Com temática em comum, essas iniciativas;recomendam produtos feitos por empreendedores da região Norte.;ressaltam diferenças entre o falar manauara e outros falares.;reverenciam o trabalho feito por pesquisadores brasileiros.;destacam a descontração no jeito de ser do amazonense.;valorizam o repertório linguístico do povo do Amazonas.;0
10;LC;141221;D;13;0;;3.92192;0.61079;0.24818;BRANCA;1398;;0;ENEM_2024_P1_CAD_03_DIA_1_BRANCO.pdf;Uma definição possível para o conceito de arte afro-brasileira pode ser: produção plástica que é feita por negros, mestiços ou brancos a partir de suas experiências sociais com a cultura negra nacional. Exemplos clássicos dessa abordagem são Carybé (1911-1997), Mestre Didi (1917-2013) e Djanira da Motta e Silva (1914-1979), cujas obras emergem e ganham forma em razão do ambiente social no qual habitaram e viveram. Se Didi era um célebre representante da cultura religiosa nagô baiana e brasileira, iniciado desde o ventre no candomblé, Carybé era argentino e, naturalizado brasileiro, envolveu-se de tal modo com essa religião que alguns dos orixás dos quais conhecemos a imagem visual são produções suas. Disponível em: www.premiopipa.com. Acesso em: 13 nov. 2021 (adaptado). Sob a perspectiva da multiculturalidade e de acordo com o texto, a produção artística afro-brasileira caracteriza-se pelo(a);estranhamento no modo de apropriação da cultura religiosa de matriz africana.;distanciamento entre as raízes de matriz africana e a estética de outras culturas.;visão uniformizadora das religiões de matriz africana expressada nas diferentes produções.;relação complexa entre as vivências pessoais dos artistas e os referenciais estéticos de matriz africana.;padronização da forma de produção e da temática da matriz africana presente nas obras dos artistas citados.;0
10;LC;141460;A;2;0;;2.39673;0.03767;0.26467;VERDE;1397;;0;ENEM_2024_P1_CAD_04_DIA_1_VERDE.pdf;O Brasil somou cerca de 60 mil novos casos de câncer de mama até o final de 2019, número que corresponde a 25% de todos os diagnósticos da condição registrados no país, segundo dados do Instituto Nacional do Câncer (Inca). Apesar de o Outubro Rosa ser o mês de conscientização sobre a questão voltada para as mulheres, é muito importante lembrar que um dos grandes mitos da medicina é o de que o câncer de mama não afeta o sexo masculino. Fatores importantes para detectar o câncer de mama masculino: 1.  Genética: se houver casos na família, as chances são um pouco mais elevadas. 2.  Hormônios: homens podem desenvolver tecido real das glândulas mamárias por tomarem certos medicamentos ou apresentarem níveis hormonais anormais. 3.  Caroços: é necessário que os médicos se atentem a alguns sintomas suspeitos, como um caroço na área do tórax. 4.  Retração na pele: em situações mais graves do câncer de mama masculino, é possível também ocorrer uma retração do mamilo. Disponível em: https://pebmed.com.br. Acesso em: 24 nov. 2021 (adaptado). As informações dessa reportagem auxiliam no combate ao câncer de mama masculino por apresentarem um alerta sobre o(s);sinais indicadores da doença.;índice de crescimento de casos.;exames para diagnóstico do tumor.;mitos a respeito da herança genética.;período de campanhas de conscientização.;0
10;LC;150425;C;29;0;;4.01406;0.2854;0.20514;AZUL;1395;;0;ENEM_2024_P1_CAD_01_DIA_1_AZUL.pdf;Já ouvi gente falando que o podcast é o renascimento do rádio. O rádio é genial, uma mídia imorredoura, mas podcast não tem nada a ver com ele. O formato está mais próximo do ensaio literário do que de um programa de ondas curtas, médias ou longas. Podcasts são antípodas das redes sociais. Enquanto elas são dispersivas, levam à evasão e à desinformação, os podcasts são uma possibilidade de imersão, concentração, aprendizado. Depois que eles surgiram, lavar a louça e me locomover pela cidade viraram um programaço. Um pós-almoço de domingo e aprendo tudo sobre bonobos e gorilas. Um táxi pro aeroporto e chego ao embarque PhD em reforma tributária. PRATA, A. Disponível em: www1.folha.uol.com.br. Acesso em: 7 jan. 2024 (adaptado). Segundo a argumentação construída nesse texto, o podcast;provoca dispersão da atenção em seu público.;funciona por meio de uma frequência de ondas curtas.;propicia divulgação de conhecimento para seus usuários.;tem um formato de interação semelhante ao das redes sociais.;constitui uma evolução na transmissão de informações via rádio.;0
10;LC;150675;C;3;0;;2.79235;-0.3231;0.16431;AMARELA;1396;;0;ENEM_2024_P1_CAD_02_DIA_1_AMARELO.pdf;Conheça histórias de atletas paralímpicas que trocaram de modalidade durante a carreira esportiva Jane Karla: a goiana de 45 anos teve poliomielite aos três anos, o que prejudicou seus movimentos das pernas. Em 2003, iniciou no tênis de mesa e conseguiu conquistar títulos nacionais e internacionais. Mas conheceu o tiro com arco e, em 2015, optou por se dedicar somente à nova modalidade. Em seu ano de estreia no tiro, já faturou a medalha de ouro nos Jogos Parapan-Americanos de Toronto 2015. Elizabeth Gomes: a santista de 55 anos era jogadora de vôlei quando foi diagnosticada com esclerose múltipla em 1993. Ingressou no Movimento Paralímpico pelo basquete em cadeira de rodas até experimentar o atletismo. Chegou a praticar as duas modalidades simultaneamente até optar pelas provas de campo em 2010. No Campeonato Mundial de Atletismo, realizado em Dubai, em 2019, Beth se sagrou campeã do lançamento de disco e estabeleceu um novo recorde mundial da classe F52. Silvana Fernandes: a paraibana de 21 anos é natural de São Bento e nasceu com malformação no braço direito. Aos 15 anos, começou a praticar atletismo no lançamento de dardo. Em 2018, enquanto competia na regional Norte-Nordeste, foi convidada para conhecer o paratae kwon do. No ano seguinte, migrou para a modalidade e já faturou o ouro na categoria até 58 kg nos Jogos Parapan-Americanos de Lima 2019. Disponível em: https://cpb.org.br. Acesso em: 15 jan. 2024 (adaptado). Esse conjunto de minibiografias tem como propósito;descrever as rotinas de treinamento das atletas.;comparar os desempenhos de atletas de alto rendimento.;destacar a trajetória profissional de atletas paralímpicas brasileiras.;indicar as categorias mais adequadas a adaptações paralímpicas.;estimular a participação de mulheres em campeonatos internacionais.;0
11;LC;141218;B;14;0;;2.44925;-0.00932;0.19459;AMARELA;1396;;0;ENEM_2024_P1_CAD_02_DIA_1_AMARELO.pdf;É fundamentalmente no Minho, norte de Portugal, que o cavaquinho aparece como instrumento tipicamente popular, ligado às formas essenciais da música característica dessa província. O cavaquinho minhoto tem escala rasa com o tampo, o que facilita a prática do “rasqueado”. O cavaquinho chega ao Brasil diretamente de Portugal, e o modelo brasileiro é maior do que a sua versão portuguesa, com uma caixa de ressonância mais funda. Semelhante ao cavaquinho minhoto, o machete, ou machetinho madeirense, é um pequeno cordófono de corda dedilhada, que faz parte da grande e diversificada família das violas de mão portuguesas. O ukulele tem a sua origem no século XIX, tendo como ancestrais o braguinha (ou machete) e o rajão, instrumentos levados pelos madeirenses quando eles emigraram para o Havaí. OLIVEIRA, E. V. Cavaquinhos e família. Disponível em: https://casadaguitarra.pt. Acesso em: 18 nov. 2021 (adaptado). O conjunto dessas práticas musicais demonstra que os instrumentos mencionados no texto;refletem a dependência da utilização de matéria-prima europeia.;adaptam suas características a cada cultura, assumindo nova identidade.;comprovam a hegemonia portuguesa na invenção de cordófonos dedilhados.;ilustram processos de dominação cultural, evidenciando situações de choque cultural.;mantêm nomenclatura própria para garantir a fidelidade às formas originais de confecção.;0
11;LC;150627;E;23;0;;4.32713;-0.03216;0.14822;BRANCA;1398;;0;ENEM_2024_P1_CAD_03_DIA_1_BRANCO.pdf;Influenciadores negros têm recorrentemente chamado a atenção para o fato de terem muito menos repercussão em suas postagens e nas entregas do seu conteúdo quando comparados com os influenciadores brancos, mesmo se fotos, contextos e anúncios forem extremamente semelhantes. Segundo o site Negrê, a digital influencer e youtuber criadora do projeto digital Preta Pariu iniciou um experimento em uma plataforma. Após perceber a crescente queda nos índices de alcance digital, a paulista publicou fotografias de modelos brancas em seu perfil e analisou as métricas de engajamento. Surpreendentemente, a ferramenta de estatísticas aferiu um aumento de 6 000% em seu alcance. Disponível em: https://diplomatique.org.br. Acesso em: 21 jan. 2024 (adaptado). A apresentação do dado estatístico ao final desse texto revela a intenção de;demonstrar a repercussão de projetos como o Preta Pariu.;informar o quantitativo de postagens da comunidade negra.;potencializar o alcance de textos e imagens em sites como o Negrê.;exaltar a qualidade das publicações sobre negritude em redes sociais.;comprovar a relação entre o alcance de conteúdos digitais e o viés racial.;0
11;LC;150680;E;26;0;;1.56187;1.78435;0.1507;AZUL;1395;;0;ENEM_2024_P1_CAD_01_DIA_1_AZUL.pdf;Evanildo Bechara prepara a sua aposentadoria de pouco em pouco, como se a adiasse ao máximo. Aos 95 anos, o imortal da Academia Brasileira de Letras (ABL) alcançou um status de astro pop no mundo da filologia e da gramática. Quando ainda tinha saúde para viagens mais longas, o filólogo lotava plateias em suas palestras na Europa e no Brasil, que não raro terminavam com filas para selfies. A idade acentuou o lado “cientista” e professoral de Bechara, que adota um tom técnico na conversa até mesmo diante das perguntas mais pessoais. — “Qual o seu tipo preferido de leitura?”. — “A minha leitura está dividida em duas partes, a científica e a literária, estabelecendo uma relação de causa e efeito entre elas.” — responde. Ainda adolescente, Bechara descobriu a lexicologia. Um “novo mundo” se abriu para o pernambucano, que se mantém atento às metamorfoses do nosso idioma. Seu colega de ABL, o filólogo Ricardo Cavaliere, se lembra de quando deu carona para o mestre e este encucou com os estrangeirismos do aplicativo de navegação instalado no veículo. — “A vozinha do aplicativo avisou que havia um radar de velocidade ‘reportado’ à frente”, lembra Cavaliere. — “Esse ‘reportado’ é uma importação, né?”, notou Bechara. Disponível em: https://oglobo.globo.com. Acesso em: 3 jan. 2024 (adaptado). Nesse texto, as falas atribuídas a Evanildo Bechara são representativas da variedade linguística;situacional, pois o contexto exige o uso da linguagem formal.;regional, pois ele traz marcas do falar de seu local de nascimento.;sociocultural, pois sua formação pressupõe o uso de linguagem rebuscada.;geracional, pois ele emprega termos característicos de sua faixa etária.;ocupacional, pois ele faz uso de termos específicos de sua área de atuação.;0
11;LC;150747;D;4;0;;1.85835;-0.12011;0.08169;VERDE;1397;;0;ENEM_2024_P1_CAD_04_DIA_1_VERDE.pdf;"Feijoada à minha moda Amiga Helena Sangirardi Conforme um dia prometi Onde, confesso que esqueci E embora — perdoe — tão tarde (Melhor do que nunca!) este poeta Segundo manda a boa ética Envia-lhe a receita (poética) De sua feijoada completa. Em atenção ao adiantado Da hora em que abrimos o olho O feijão deve, já catado Nos esperar, feliz, de molho. Uma vez cozido o feijão (Umas quatro horas, fogo médio) Nós, bocejando o nosso tédio Nos chegaremos ao fogão [...] De carne-seca suculenta Gordos paios, nédio toucinho (Nunca orelhas de bacorinho Que a tornam em excesso opulenta!) [...] Enquanto ao lado, em fogo brando Desmilinguindo-se de gozo Deve também se estar fritando O torresminho delicioso Em cuja gordura, de resto (Melhor gordura nunca houve!) Deve depois frigir a couve Picada, em fogo alegre e presto. [...] Dever cumprido. Nunca é vã A palavra de um poeta... — jamais! Abraça-a, em Brillat-Savarin, O seu Vinicius de Moraes. MORAES, V. In: CÍCERO, A.; QUEIROZ, E. (Org.). Vinicius de Moraes: nova antologia poética. São Paulo: Cia. das Letras, 2005 (fragmento). Apesar de haver marcas formais de carta e receita, a característica que define esse texto como poema é o(a)";nomeação de um interlocutor.;manifestação de intimidade.;descrição de procedimentos.;utilização de uma linguagem expressiva.;apresentação de ingredientes culinários.;0
12;LC;141202;E;12;0;;2.7327;0.5031;0.08917;VERDE;1397;;0;ENEM_2024_P1_CAD_04_DIA_1_VERDE.pdf;TEXTO I A fotografia de Regina Valkenborgh apresenta 2 953 arcos de luz cruzando o céu e registra o nascer e o pôr do sol ao longo de oito anos. Em 2012, essa estudante da Universidade de Hertfordshire colocou uma folha de papel fotográfico em uma lata com um pequeno orifício, criando assim uma câmera pinhole de baixa tecnologia. Porém, a lata foi esquecida em um telescópio no observatório da universidade. Esse projeto esquecido acabou revelando a foto do pôr do sol de maior exposição já tirada. SANTOS, A. Disponível em: https://socientifica.com.br. Acesso em: 13 nov. 2021 (adaptado). TEXTO II Representação de 2 953 arcos de luz cruzando o céu, registrando o nascer e o pôr do sol ao longo de oito anos VALKENBORGH, R. Fotografia. Reino Unido: Universidade Hertfordshire (2012-2020). Disponível em: www.thisiscolossal.com. Acesso em: 1 nov. 2022. O experimento realizado por Regina Valkenborgh resultou no entendimento de que a;técnica fotográfica alternativa limita o registro de imagens.;apreciação da natureza depende de registro fotográfico.;criatividade artística decorre do conhecimento científico.;câmera de criação caseira tem valor tecnológico.;produção artística pode ser resultado do acaso.;1
12;LC;141206;E;10;0;;2.11831;-0.44202;0.19567;BRANCA;1398;;0;ENEM_2024_P1_CAD_03_DIA_1_BRANCO.pdf;Pressão, depressão, estresse e crise de ansiedade. Os males da sociedade contemporânea também estão no esporte. A tenista Naomi Osaka, do Japão, jogadora mais bem paga do mundo e que já ocupou o número 2 do ranking, retirou-se do torneio de Roland Garros de 2021 porque não estava conseguindo administrar as crises de ansiedade provocadas pelos grandes eventos, por ser uma estrela aos 23 anos, e pelo peso de parte da imprensa. O tenista australiano Nick Kyrgios, de 25 anos, revelou sua “situação triste e solitária” enquanto lutava contra a depressão causada pelo ritmo avassalador do Circuito Mundial de Tênis. O jogador de basquete americano Kevin Love também tornou público seu quadro de ansiedade e depressão. O mundo do atleta é solitário e distante da família. O que vemos numa partida não reflete a rotina desgastante. A imprensa denomina atletas como heróis, como se aquele corpo fosse indestrutível, mas a mente é o ponto fraco da história. Disponível em: www.uol.com.br. Acesso em: 31 out. 2021 (adaptado). As causas do desequilíbrio na saúde mental apontadas no texto estão relacionadas às;nacionalidades diversificadas dos praticantes.;modalidades esportivas distintas.;faixas etárias aproximadas.;representações heroicas dos atletas.;pressões constantes dos eventos e da mídia.;0
12;LC;141799;B;16;0;;0.97991;0.88701;0.02074;AMARELA;1396;;0;ENEM_2024_P1_CAD_02_DIA_1_AMARELO.pdf;Marília acorda Tomo café em golinhos para não queimar meus lábios ressequidos. Como pão em pedacinhos para não engasgar com um farelo mais duro. Marília come também, mas olha o tempo todo para baixo. Parece que tem um acanhamento novo entre a gente. Termino. Olho mais uma vez pela janela. O dia está bom. Quero caminhar pelo pátio. Marília levanta, pega o andador e põe ao lado da cama. Ela sabe que eu quero levantar sozinha, e levanto. O lance de escadas, apesar de pequeno, ainda me causa problemas, mas não quero um elevador na casa e não vou tolerar descer uma rampa de cadeira de rodas. Marília abre a porta e saímos para a manhã. O dia está mais fresco do que eu imaginava. Ela pega uma manta de tricô que temos desde não sei quando e põe sobre as minhas costas. Ela aperta meus ombros com muita força, porque mesmo depois de todos esses anos, não descobriu a medida certa do carinho. Eu gosto. Porque entendo que naquele ato, naquela força está o nosso carinho. POLESSO, N. B. Amora. Porto Alegre: Não Editora, 2015. Nesse trecho, o drama do declínio físico da narradora transmite uma sensibilidade lírica centrada na;necessidade de fazer adaptações na casa.;atmosfera de afeto fortalecido pelo convívio.;condição de dependência de outras pessoas.;determinação de manter a regularidade da rotina.;aceitação das restrições de mobilidade da personagem.;0
12;LC;150766;D;20;0;;5.24443;0.2992;0.19478;AZUL;1395;;0;ENEM_2024_P1_CAD_01_DIA_1_AZUL.pdf;A Língua da Tabatinga, falada na cidade de Bom Despacho, Minas Gerais, foi por muito tempo estigmatizada devido à sua origem e à própria classe social de seus falantes, pois, segundo uma pesquisadora, era falada por “meninos pobres vindos da Tabatinga ou de Cruz de Monte — ruas da periferia da cidade cujos habitantes sempre foram tidos por marginais”. Conhecida por antigos como a “língua dos engraxates”, pois muitos trabalhadores desse ofício conversavam nessa língua enquanto lustravam sapatos na praça da matriz, a Língua da Tabatinga era utilizada por negros escravizados como uma espécie de “língua secreta”, um código para trocarem informações de como conseguir alimentos, ou para planejar fugas de seus senhores sem risco de serem descobertos por eles. De acordo com um documento do Iphan (2011), os falantes da língua apresentam uma forte consciência de sua relação com a descendência africana e da importância de preservar a “fala que os identifica na região”. Essa mudança de compreensão tangencia aspectos de pertencimento, pois, à medida que o falante da Língua da Tabatinga se identifica com a origem afro-brasileira, ele passa a ver essa língua como um legado recebido e tem o cuidado de transmiti-la para outras gerações. A concentração de falantes dessa língua está na faixa entre 21 e 60 anos de idade. Disponível em: www.historiaeparcerias2019.rj.anpuh.org. Acesso em: 3 fev. 2024 (adaptado). A Língua da Tabatinga tem sido preservada porque o(a);seu registro passou da forma oral para a escrita.;classe social de seus usuários ganhou prestígio.;sua função inicial se manteve ao longo dos anos.;sentimento de identidade linguística tem se consolidado.;perfil etário de seus falantes tem se tornado homogêneo.;0
13;LC;141244;E;9;0;;4.0067;0.04613;0.2554;VERDE;1397;;0;ENEM_2024_P1_CAD_04_DIA_1_VERDE.pdf;Os Jogos Olímpicos já não são mais os mesmos. E isso não é nem uma crítica, nem um elogio. É uma constatação. Esse movimento começou com o vôlei de praia tornando-se esporte olímpico em 1996, passou pela chegada do BMX Racing como primeiro “radical” a entrar no programa em 2008, e agora atinge seu momento mais insólito com a inclusão do break dance como modalidade dos Jogos de Paris, em 2024. Para os mais tradicionalistas, o cruzamento da linha que delimitava o que é esporte e o que é cultura e arte é uma afronta ao espírito dos Jogos Olímpicos. Skate e surfe, que há anos têm competições na televisão, pareciam estar na divisa entre esses dois mundos, o limite do aceitável pelos puristas. O break dance estaria do lado de “lá” dessa fronteira. Para o Comitê Olímpico Internacional, a decisão faz parte de uma estratégia de se comunicar com jovens urbanos que se exercitam e se entretêm de uma maneira muito diferente da dos seus avós. Disponível em: www.uol.com.br. Acesso em: 19 nov. 2021 (adaptado). A mudança no programa olímpico mencionada no texto mostra que o esporte está se;aproximando da aventura.;mantendo em sua forma padrão.;tornando uma forma de dança.;afastando de elementos culturais.;adaptando às demandas do seu tempo.;0
13;LC;150425;C;29;0;;4.01406;0.2854;0.20514;BRANCA;1398;;0;ENEM_2024_P1_CAD_03_DIA_1_BRANCO.pdf;Já ouvi gente falando que o podcast é o renascimento do rádio. O rádio é genial, uma mídia imorredoura, mas podcast não tem nada a ver com ele. O formato está mais próximo do ensaio literário do que de um programa de ondas curtas, médias ou longas. Podcasts são antípodas das redes sociais. Enquanto elas são dispersivas, levam à evasão e à desinformação, os podcasts são uma possibilidade de imersão, concentração, aprendizado. Depois que eles surgiram, lavar a louça e me locomover pela cidade viraram um programaço. Um pós-almoço de domingo e aprendo tudo sobre bonobos e gorilas. Um táxi pro aeroporto e chego ao embarque PhD em reforma tributária. PRATA, A. Disponível em: www1.folha.uol.com.br. Acesso em: 7 jan. 2024 (adaptado). Segundo a argumentação construída nesse texto, o podcast;provoca dispersão da atenção em seu público.;funciona por meio de uma frequência de ondas curtas.;propicia divulgação de conhecimento para seus usuários.;tem um formato de interação semelhante ao das redes sociais.;constitui uma evolução na transmissão de informações via rádio.;0
4;LC;140760;A;6;0;;2.84933;0.97227;0.14988;AMARELA;1396;1.0;0;ENEM_2024_P1_CAD_02_DIA_1_AMARELO.pdf;Los últimos días del sitio de Tenochtitlán Y todo esto pasó con nosotros. Nosotros lo vimos, nosotros lo admiramos. Con esta lamentosa y triste suerte nos vimos angustiados. En los caminos yacen dardos rotos, los cabellos están esparcidos. Destechadas están las casas, enrojecidos tienen sus muros. Gusanos pululan por calles y plazas, y en las paredes están salpicados los sesos. Rojas están las aguas, están como teñidas, y cuando la bebimos, es como si bebiéramos agua de salitre. Manuscrito anónimo de Tlatelolco, 1528. Disponível em: www.biblioweb.tic.unam.mx. Acesso em: 13 out. 2021 (fragmento). Nesse poema, o eu lírico representa a voz de um sobrevivente asteca que testemunha a;destruição da capital do Império Asteca pelos colonizadores espanhóis.;degradação do meio ambiente no entorno da capital do Império Asteca.;tristeza dos refugiados astecas ao deixarem a capital do Império rumo ao exílio.;aflição dos astecas ao receberem os colonizadores espanhóis na capital do Império.;resistência dos astecas às mudanças feitas pelos colonizadores espanhóis na capital do Império.;0
4;LC;140789;D;8;0;;1.94088;1.08527;0.16079;VERDE;1397;1.0;0;ENEM_2024_P1_CAD_04_DIA_1_VERDE.pdf;“Y si llueve, que llueva” es un refrán gallego. Para mí cobró sentido una noche de febrero, cuando vivía en el barrio de la Macarena de Sevilla con dos buenos amigos, gallegos también. Mi compañero y yo nos decidimos a salir ese sábado de noche, pese a que había estado lloviendo algunas horas a lo largo del día. La idea era una locura, al parecer. Le propusimos salir “de parranda” con nosotros a una amiga andaluza, ésta respondió que no, nos dijo que no iba a salir un día de lluvia. Flipamos. Comentamos entre nosotros que si los gallegos no saliésemos de casa cuando llueve, en invierno saldríamos poco. Habríamos inventado el confinamiento hace mucho. Los gallegos no dejamos de salir por la lluvia. Disponível em: https://politicahora.es. Acesso em: 26 out. 2021. O comportamento dos personagens narrado no texto destaca o(a);abandono da própria identidade.;medo dos perigos durante a noite.;influência do grupo na tomada de decisão.;diferença cultural entre galegos e andaluzes.;variação meteorológica entre Sevilha e Galiza.;0
